city,area,bedrooms,bathrooms,price,address
Hamburg,179,4,4,1525721,Hamburg Street 4048
Cologne,148,3,2,1207797,Cologne Street 220
Berlin,69,1,1,388345,Berlin Street 2459
Stuttgart,192,4,4,1841030,Stuttgart Street 1018
Stuttgart,200,5,5,1424986,Stuttgart Street 3418
Munich,155,3,2,1393570,Munich Street 234
Berlin,100,2,2,683841,Berlin Street 547
Cologne,122,3,3,807315,Cologne Street 4634
Frankfurt,96,2,2,870226,Frankfurt Street 980
Hamburg,161,4,3,1343162,Hamburg Street 2127
Munich,178,4,3,983894,Munich Street 1198
Hamburg,148,3,2,1343580,Hamburg Street 2928
Munich,43,1,1,243971,Munich Street 2959
Frankfurt,192,4,4,1806868,Frankfurt Street 400
Hamburg,104,2,1,917535,Hamburg Street 4210
Munich,190,4,3,1262617,Munich Street 775
Cologne,72,1,1,449373,Cologne Street 2591
Stuttgart,107,2,2,625034,Stuttgart Street 2970
Berlin,166,4,4,1032620,Berlin Street 1178
Berlin,65,1,1,396471,Berlin Street 3056
Frankfurt,135,3,3,1217196,Frankfurt Street 1336
Berlin,85,2,1,697289,Berlin Street 4124
Munich,78,1,1,848067,Munich Street 3419
Frankfurt,49,1,1,339227,Frankfurt Street 1076
Berlin,152,3,3,946657,Berlin Street 2553
Stuttgart,122,3,2,606930,Stuttgart Street 3621
Cologne,163,4,4,929754,Cologne Street 1411
Stuttgart,107,2,1,957358,Stuttgart Street 972
Munich,62,1,1,697282,Munich Street 1857
Hamburg,62,1,1,336197,Hamburg Street 1067
Berlin,138,3,2,790711,Berlin Street 637
Berlin,153,3,3,989247,Berlin Street 349
Munich,57,1,1,511647,Munich Street 4207
Cologne,45,1,1,256452,Cologne Street 975
Hamburg,41,1,1,320236,Hamburg Street 2472
Stuttgart,32,1,1,217255,Stuttgart Street 1015
Cologne,82,2,1,555988,Cologne Street 1514
Stuttgart,119,2,1,990011,Stuttgart Street 744
Munich,101,2,2,859602,Munich Street 2886
Munich,158,3,2,1225786,Munich Street 4137
Cologne,47,1,1,312593,Cologne Street 4737
Berlin,165,4,3,1053546,Berlin Street 1570
Hamburg,73,1,1,486704,Hamburg Street 809
Munich,159,3,3,1281547,Munich Street 3003
Stuttgart,180,4,3,1781634,Stuttgart Street 3602
Stuttgart,57,1,1,475458,Stuttgart Street 2907
Frankfurt,138,3,2,1012788,Frankfurt Street 4213
Munich,134,3,2,1297766,Munich Street 2575
Berlin,149,3,2,903839,Berlin Street 4258
Munich,156,3,3,1637112,Munich Street 2362
Cologne,40,1,1,292108,Cologne Street 2688
Frankfurt,59,1,1,450323,Frankfurt Street 2324
Frankfurt,183,4,4,1555214,Frankfurt Street 3637
Munich,171,4,4,996846,Munich Street 2381
Frankfurt,78,1,1,471294,Frankfurt Street 3897
Stuttgart,124,3,2,707929,Stuttgart Street 105
Stuttgart,155,3,2,1195734,Stuttgart Street 3248
Frankfurt,163,4,3,1711943,Frankfurt Street 977
Munich,131,3,3,1610410,Munich Street 4838
Berlin,73,1,1,535051,Berlin Street 2980
Munich,116,2,1,1084766,Munich Street 4874
Frankfurt,61,1,1,304411,Frankfurt Street 3480
Stuttgart,157,3,3,1049700,Stuttgart Street 4768
Cologne,99,2,2,567132,Cologne Street 2918
Frankfurt,200,5,5,1366295,Frankfurt Street 3970
Cologne,101,2,1,663703,Cologne Street 3725
Berlin,61,1,1,359063,Berlin Street 4009
Frankfurt,89,2,1,419394,Frankfurt Street 244
Berlin,43,1,1,321308,Berlin Street 4081
Stuttgart,36,1,1,212071,Stuttgart Street 3135
Cologne,113,2,1,805167,Cologne Street 2481
Cologne,189,4,3,1818322,Cologne Street 627
Stuttgart,163,4,4,997710,Stuttgart Street 3818
Munich,105,2,2,440843,Munich Street 4017
Cologne,96,2,2,615459,Cologne Street 4429
Cologne,34,1,1,282108,Cologne Street 3526
Berlin,128,3,3,1157869,Berlin Street 2577
Frankfurt,143,3,3,841112,Frankfurt Street 295
Berlin,75,1,1,535928,Berlin Street 1345
Frankfurt,140,3,2,990376,Frankfurt Street 2560
Stuttgart,129,3,3,946998,Stuttgart Street 897
Cologne,155,3,3,1611427,Cologne Street 3899
Cologne,70,1,1,332917,Cologne Street 3207
Hamburg,156,3,3,1180200,Hamburg Street 2890
Hamburg,112,2,1,881829,Hamburg Street 231
Cologne,41,1,1,339343,Cologne Street 3002
Hamburg,179,4,3,1314056,Hamburg Street 2796
Frankfurt,54,1,1,447150,Frankfurt Street 2828
Hamburg,135,3,3,895863,Hamburg Street 463
Stuttgart,92,2,1,727139,Stuttgart Street 1923
Stuttgart,109,2,1,761388,Stuttgart Street 537
Hamburg,59,1,1,477608,Hamburg Street 1391
Berlin,167,4,4,1005257,Berlin Street 307
Frankfurt,198,4,4,1660878,Frankfurt Street 4654
Cologne,137,3,3,926147,Cologne Street 168
Stuttgart,150,3,2,1378361,Stuttgart Street 2593
Frankfurt,176,4,4,1358689,Frankfurt Street 2642
Cologne,55,1,1,241377,Cologne Street 820
Stuttgart,82,2,2,770216,Stuttgart Street 4070
Cologne,200,5,5,1113640,Cologne Street 1366
Cologne,106,2,2,626553,Cologne Street 3572
Munich,157,3,2,1175518,Munich Street 4390
Munich,103,2,2,1116164,Munich Street 390
Hamburg,176,4,4,725934,Hamburg Street 1851
Cologne,53,1,1,586568,Cologne Street 4849
Hamburg,99,2,1,863351,Hamburg Street 4641
Cologne,151,3,3,1072644,Cologne Street 1719
Hamburg,49,1,1,348926,Hamburg Street 4135
Hamburg,140,3,3,1065567,Hamburg Street 1640
Frankfurt,132,3,3,1136909,Frankfurt Street 4222
Frankfurt,170,4,3,1497111,Frankfurt Street 153
Stuttgart,162,4,3,1350011,Stuttgart Street 4726
Frankfurt,84,2,2,666938,Frankfurt Street 2195
Stuttgart,166,4,4,1195862,Stuttgart Street 4638
Stuttgart,190,4,3,1381887,Stuttgart Street 4279
Munich,123,3,3,1004744,Munich Street 1211
Munich,68,1,1,709063,Munich Street 3567
Frankfurt,111,2,1,968580,Frankfurt Street 1668
Frankfurt,98,2,2,314873,Frankfurt Street 1316
Hamburg,183,4,3,1490442,Hamburg Street 3325
Munich,59,1,1,521032,Munich Street 1573
Berlin,92,2,2,595762,Berlin Street 3803
Frankfurt,173,4,4,1244546,Frankfurt Street 3458
Stuttgart,39,1,1,358260,Stuttgart Street 1306
Hamburg,64,1,1,548124,Hamburg Street 2117
Hamburg,198,4,3,1205237,Hamburg Street 346
Stuttgart,154,3,2,1249029,Stuttgart Street 454
Berlin,110,2,2,576053,Berlin Street 521
Frankfurt,123,3,2,694678,Frankfurt Street 3252
Stuttgart,65,1,1,426395,Stuttgart Street 917
Cologne,158,3,2,1259711,Cologne Street 4276
Stuttgart,178,4,4,1589484,Stuttgart Street 4067
Berlin,90,2,1,645030,Berlin Street 2568
Hamburg,179,4,4,1475700,Hamburg Street 1933
Frankfurt,85,2,1,731445,Frankfurt Street 876
Munich,84,2,2,622396,Munich Street 3601
Frankfurt,95,2,1,805010,Frankfurt Street 4018
Cologne,125,3,2,986069,Cologne Street 2593
Cologne,138,3,3,1079965,Cologne Street 2019
Hamburg,67,1,1,597106,Hamburg Street 3894
Stuttgart,124,3,3,1061744,Stuttgart Street 173
Stuttgart,185,4,3,1485026,Stuttgart Street 448
Stuttgart,91,2,2,828575,Stuttgart Street 4528
Frankfurt,109,2,2,845690,Frankfurt Street 1000
Cologne,90,2,2,504058,Cologne Street 3183
Berlin,130,3,3,817441,Berlin Street 2465
Berlin,90,2,2,497846,Berlin Street 1724
Munich,142,3,3,1044011,Munich Street 3329
Berlin,100,2,1,631212,Berlin Street 4028
Frankfurt,135,3,3,886116,Frankfurt Street 3461
Berlin,71,1,1,433075,Berlin Street 4148
Berlin,120,3,3,484596,Berlin Street 4933
Stuttgart,170,4,4,1329389,Stuttgart Street 3714
Stuttgart,37,1,1,277566,Stuttgart Street 1506
Stuttgart,143,3,2,897234,Stuttgart Street 26
Frankfurt,81,2,2,715102,Frankfurt Street 2571
Cologne,51,1,1,411829,Cologne Street 1293
Munich,162,4,3,934278,Munich Street 4867
Stuttgart,135,3,3,858048,Stuttgart Street 3699
Frankfurt,64,1,1,422408,Frankfurt Street 1422
Stuttgart,181,4,4,1102316,Stuttgart Street 2309
Munich,51,1,1,505415,Munich Street 3012
Munich,130,3,3,1062164,Munich Street 4673
Munich,35,1,1,281761,Munich Street 4576
Stuttgart,186,4,3,835922,Stuttgart Street 729
Frankfurt,80,2,2,703300,Frankfurt Street 1383
Berlin,132,3,3,645343,Berlin Street 4919
Hamburg,68,1,1,495468,Hamburg Street 3015
Munich,175,4,3,1570019,Munich Street 116
Stuttgart,164,4,4,1564722,Stuttgart Street 3717
Stuttgart,156,3,2,863736,Stuttgart Street 1839
Stuttgart,82,2,1,243600,Stuttgart Street 2181
Hamburg,156,3,3,1164499,Hamburg Street 1067
Frankfurt,82,2,1,869921,Frankfurt Street 2319
Stuttgart,78,1,1,729956,Stuttgart Street 1478
Frankfurt,67,1,1,544513,Frankfurt Street 2378
Hamburg,90,2,2,584283,Hamburg Street 2035
Hamburg,179,4,4,1496843,Hamburg Street 703
Berlin,150,3,2,785158,Berlin Street 2649
Stuttgart,131,3,2,1076104,Stuttgart Street 3142
Stuttgart,138,3,3,1139632,Stuttgart Street 599
Berlin,172,4,3,1355062,Berlin Street 427
Hamburg,90,2,2,1005651,Hamburg Street 2903
Cologne,183,4,3,1342064,Cologne Street 44
Hamburg,159,3,3,1028267,Hamburg Street 2479
Frankfurt,124,3,2,962252,Frankfurt Street 4584
Berlin,178,4,3,747635,Berlin Street 2133
Munich,158,3,3,1156400,Munich Street 2779
Frankfurt,63,1,1,451175,Frankfurt Street 2600
Stuttgart,165,4,4,1107788,Stuttgart Street 1162
Hamburg,59,1,1,437744,Hamburg Street 362
Munich,157,3,3,1114996,Munich Street 2954
Frankfurt,102,2,2,973978,Frankfurt Street 2161
Cologne,110,2,2,748030,Cologne Street 1352
Hamburg,155,3,2,1113924,Hamburg Street 4553
Stuttgart,192,4,4,1345566,Stuttgart Street 436
Munich,68,1,1,595940,Munich Street 1884
Munich,39,1,1,386204,Munich Street 2132
Munich,149,3,3,1046855,Munich Street 951
Frankfurt,40,1,1,270933,Frankfurt Street 2921
Stuttgart,173,4,4,1218683,Stuttgart Street 3750
Frankfurt,58,1,1,330625,Frankfurt Street 1013
Hamburg,53,1,1,319074,Hamburg Street 2328
Munich,73,1,1,561400,Munich Street 4615
Stuttgart,179,4,3,1577273,Stuttgart Street 4781
Berlin,164,4,3,1121978,Berlin Street 3412
Berlin,93,2,2,627905,Berlin Street 773
Hamburg,36,1,1,303310,Hamburg Street 1000
Frankfurt,125,3,2,948212,Frankfurt Street 2651
Munich,37,1,1,339060,Munich Street 3771
Stuttgart,198,4,4,1454343,Stuttgart Street 3720
Stuttgart,98,2,1,774008,Stuttgart Street 2699
Berlin,197,4,4,1131255,Berlin Street 2662
Stuttgart,175,4,3,672310,Stuttgart Street 1732
Berlin,194,4,4,1227134,Berlin Street 2648
Berlin,48,1,1,400779,Berlin Street 759
Frankfurt,95,2,1,878265,Frankfurt Street 1967
Frankfurt,52,1,1,483913,Frankfurt Street 1706
Munich,129,3,3,1367583,Munich Street 2335
Stuttgart,197,4,3,1503698,Stuttgart Street 988
Hamburg,155,3,3,1160040,Hamburg Street 2541
Stuttgart,184,4,3,1209528,Stuttgart Street 2942
Stuttgart,54,1,1,379398,Stuttgart Street 4200
Munich,155,3,3,1479755,Munich Street 3180
Frankfurt,98,2,2,948449,Frankfurt Street 740
Frankfurt,124,3,2,940225,Frankfurt Street 3557
Stuttgart,139,3,2,948635,Stuttgart Street 332
Cologne,117,2,2,795684,Cologne Street 1837
Stuttgart,69,1,1,579724,Stuttgart Street 4320
Stuttgart,195,4,3,1040172,Stuttgart Street 2382
Frankfurt,141,3,2,594732,Frankfurt Street 3913
Hamburg,68,1,1,435691,Hamburg Street 2461
Munich,163,4,4,1047240,Munich Street 2421
Cologne,42,1,1,256575,Cologne Street 370
Cologne,57,1,1,376144,Cologne Street 3384
Berlin,148,3,3,874795,Berlin Street 2912
Hamburg,179,4,3,1663188,Hamburg Street 4125
Berlin,59,1,1,408561,Berlin Street 1471
Munich,130,3,2,1171404,Munich Street 683
Frankfurt,106,2,2,929688,Frankfurt Street 4811
Stuttgart,146,3,3,845595,Stuttgart Street 2172
Hamburg,77,1,1,669616,Hamburg Street 1517
Berlin,184,4,4,1177877,Berlin Street 872
Frankfurt,166,4,3,1468427,Frankfurt Street 48
Frankfurt,59,1,1,361546,Frankfurt Street 1407
Stuttgart,152,3,3,785743,Stuttgart Street 3319
Stuttgart,184,4,4,1605737,Stuttgart Street 2481
Cologne,187,4,4,1367328,Cologne Street 3236
Hamburg,52,1,1,306854,Hamburg Street 1107
Berlin,78,1,1,418816,Berlin Street 131
Stuttgart,78,1,1,716675,Stuttgart Street 1715
Frankfurt,196,4,3,1165125,Frankfurt Street 1981
Frankfurt,190,4,3,1968888,Frankfurt Street 706
Hamburg,148,3,2,873659,Hamburg Street 3883
Frankfurt,35,1,1,307856,Frankfurt Street 1361
Munich,143,3,3,1135612,Munich Street 3863
Berlin,145,3,2,1056200,Berlin Street 1650
Hamburg,175,4,4,1122883,Hamburg Street 418
Hamburg,32,1,1,222898,Hamburg Street 3538
Frankfurt,156,3,3,1226758,Frankfurt Street 304
Frankfurt,132,3,3,823229,Frankfurt Street 4206
Cologne,186,4,4,1452198,Cologne Street 1900
Stuttgart,45,1,1,302858,Stuttgart Street 3458
Cologne,110,2,1,713801,Cologne Street 2195
Stuttgart,136,3,3,817152,Stuttgart Street 958
Frankfurt,189,4,4,718721,Frankfurt Street 3673
Stuttgart,141,3,2,1017097,Stuttgart Street 1322
Hamburg,79,1,1,843259,Hamburg Street 2817
Frankfurt,89,2,1,803134,Frankfurt Street 4815
Stuttgart,116,2,2,866648,Stuttgart Street 1075
Hamburg,129,3,3,879965,Hamburg Street 2952
Frankfurt,71,1,1,556288,Frankfurt Street 2314
Stuttgart,52,1,1,432675,Stuttgart Street 1058
Munich,81,2,1,525902,Munich Street 4963
Frankfurt,55,1,1,524608,Frankfurt Street 4045
Hamburg,90,2,1,740713,Hamburg Street 4562
Berlin,34,1,1,252743,Berlin Street 2137
Hamburg,70,1,1,548198,Hamburg Street 4125
Berlin,46,1,1,300173,Berlin Street 3528
Berlin,188,4,3,1386447,Berlin Street 989
Cologne,87,2,2,661623,Cologne Street 2113
Hamburg,120,3,2,802821,Hamburg Street 4564
Hamburg,68,1,1,433432,Hamburg Street 414
Frankfurt,147,3,2,1169957,Frankfurt Street 868
Cologne,186,4,3,1656640,Cologne Street 4608
Berlin,159,3,2,777376,Berlin Street 1369
Stuttgart,60,1,1,317922,Stuttgart Street 2963
Munich,104,2,2,913129,Munich Street 4145
Frankfurt,55,1,1,433366,Frankfurt Street 2980
Hamburg,65,1,1,484224,Hamburg Street 1654
Frankfurt,136,3,2,1112557,Frankfurt Street 2010
Frankfurt,117,2,2,871861,Frankfurt Street 4138
Munich,51,1,1,562671,Munich Street 3051
Stuttgart,136,3,3,693415,Stuttgart Street 2011
Munich,165,4,4,1170106,Munich Street 1870
Munich,139,3,3,1157100,Munich Street 3354
Frankfurt,162,4,4,848333,Frankfurt Street 244
Frankfurt,67,1,1,504219,Frankfurt Street 4239
Berlin,51,1,1,441655,Berlin Street 2579
Frankfurt,72,1,1,563945,Frankfurt Street 504
Frankfurt,39,1,1,318235,Frankfurt Street 4707
Berlin,191,4,4,928601,Berlin Street 3435
Frankfurt,171,4,4,1169379,Frankfurt Street 2570
Hamburg,32,1,1,213110,Hamburg Street 4324
Cologne,67,1,1,426649,Cologne Street 3656
Stuttgart,82,2,2,772642,Stuttgart Street 2829
Stuttgart,133,3,2,1108759,Stuttgart Street 2471
Berlin,39,1,1,197149,Berlin Street 3195
Stuttgart,62,1,1,487924,Stuttgart Street 1751
Berlin,160,4,4,1143630,Berlin Street 4271
Hamburg,192,4,3,1697628,Hamburg Street 192
Berlin,168,4,4,1437190,Berlin Street 1978
Hamburg,138,3,2,791880,Hamburg Street 492
Hamburg,96,2,2,579107,Hamburg Street 1015
Berlin,196,4,3,953569,Berlin Street 3677
Hamburg,176,4,3,1207890,Hamburg Street 3713
Hamburg,90,2,1,708440,Hamburg Street 2870
Hamburg,102,2,1,879419,Hamburg Street 3094
Cologne,93,2,1,622793,Cologne Street 2686
Cologne,179,4,3,1139336,Cologne Street 2960
Frankfurt,55,1,1,442020,Frankfurt Street 3488
Frankfurt,50,1,1,324858,Frankfurt Street 510
Frankfurt,63,1,1,696759,Frankfurt Street 1760
Frankfurt,49,1,1,259310,Frankfurt Street 4312
Frankfurt,180,4,4,1455875,Frankfurt Street 2161
Cologne,157,3,3,1499680,Cologne Street 3606
Stuttgart,155,3,3,1164080,Stuttgart Street 1335
Munich,159,3,2,1300132,Munich Street 3972
Stuttgart,147,3,2,1023683,Stuttgart Street 4205
Cologne,60,1,1,393280,Cologne Street 3731
Frankfurt,38,1,1,377782,Frankfurt Street 4580
Hamburg,60,1,1,240895,Hamburg Street 904
Berlin,124,3,3,1053189,Berlin Street 330
Cologne,69,1,1,335575,Cologne Street 3044
Hamburg,125,3,3,852002,Hamburg Street 2409
Frankfurt,37,1,1,263824,Frankfurt Street 1165
Cologne,137,3,2,1041259,Cologne Street 2500
Hamburg,85,2,1,416389,Hamburg Street 4005
Berlin,61,1,1,433150,Berlin Street 554
Berlin,136,3,3,1241897,Berlin Street 4695
Hamburg,174,4,4,911243,Hamburg Street 2768
Frankfurt,151,3,2,1222487,Frankfurt Street 1135
Cologne,192,4,4,1132743,Cologne Street 3686
Stuttgart,144,3,2,1171991,Stuttgart Street 2665
Berlin,189,4,4,1233204,Berlin Street 3173
Munich,131,3,3,970640,Munich Street 4432
Berlin,143,3,3,1020195,Berlin Street 726
Munich,36,1,1,416426,Munich Street 4597
Stuttgart,61,1,1,440032,Stuttgart Street 1577
Cologne,168,4,3,1306850,Cologne Street 4672
Cologne,78,1,1,393209,Cologne Street 4118
Berlin,60,1,1,315397,Berlin Street 156
Hamburg,82,2,1,646181,Hamburg Street 4748
Frankfurt,51,1,1,515876,Frankfurt Street 3292
Cologne,41,1,1,298629,Cologne Street 191
Hamburg,141,3,2,951636,Hamburg Street 3400
Berlin,165,4,4,1072348,Berlin Street 3130
Hamburg,53,1,1,286168,Hamburg Street 814
Cologne,73,1,1,556416,Cologne Street 1180
Munich,95,2,1,949996,Munich Street 1264
Hamburg,134,3,2,877564,Hamburg Street 483
Cologne,113,2,1,696163,Cologne Street 223
Stuttgart,44,1,1,347547,Stuttgart Street 3195
Berlin,111,2,1,658481,Berlin Street 3382
Hamburg,96,2,2,682057,Hamburg Street 991
Berlin,81,2,1,747600,Berlin Street 4891
Cologne,90,2,2,581764,Cologne Street 4167
Cologne,128,3,2,808020,Cologne Street 2207
Berlin,111,2,2,628059,Berlin Street 4532
Frankfurt,46,1,1,412203,Frankfurt Street 237
Frankfurt,192,4,3,1443319,Frankfurt Street 153
Hamburg,171,4,3,1071298,Hamburg Street 2018
Cologne,196,4,3,1685006,Cologne Street 2496
Cologne,134,3,3,1169908,Cologne Street 688
Stuttgart,158,3,2,1042699,Stuttgart Street 1167
Hamburg,168,4,3,758046,Hamburg Street 2009
Cologne,138,3,3,1127490,Cologne Street 343
Berlin,148,3,3,830277,Berlin Street 1372
Berlin,45,1,1,338751,Berlin Street 2239
Cologne,94,2,2,387341,Cologne Street 2879
Stuttgart,84,2,2,742467,Stuttgart Street 373
Munich,166,4,3,1069207,Munich Street 2463
Berlin,131,3,2,975949,Berlin Street 1145
Stuttgart,172,4,4,1293682,Stuttgart Street 3539
Munich,186,4,4,1279364,Munich Street 2807
Stuttgart,96,2,2,661386,Stuttgart Street 2237
Munich,199,4,4,1923681,Munich Street 2799
Munich,147,3,3,1275963,Munich Street 131
Stuttgart,64,1,1,536103,Stuttgart Street 4988
Frankfurt,31,1,1,337380,Frankfurt Street 1422
Frankfurt,172,4,4,921882,Frankfurt Street 3218
Cologne,50,1,1,449970,Cologne Street 4413
Berlin,143,3,2,948899,Berlin Street 2892
Frankfurt,183,4,4,1170815,Frankfurt Street 3169
Munich,32,1,1,199630,Munich Street 3791
Hamburg,79,1,1,547285,Hamburg Street 77
Munich,35,1,1,352338,Munich Street 2932
Munich,53,1,1,439007,Munich Street 1812
Munich,156,3,3,1726758,Munich Street 302
Hamburg,156,3,2,797207,Hamburg Street 59
Munich,193,4,4,1636533,Munich Street 909
Hamburg,175,4,4,944396,Hamburg Street 1397
Cologne,79,1,1,576268,Cologne Street 536
Cologne,62,1,1,496382,Cologne Street 1044
Hamburg,175,4,3,1153968,Hamburg Street 4286
Stuttgart,100,2,1,359367,Stuttgart Street 190
Stuttgart,166,4,4,1294538,Stuttgart Street 4589
Frankfurt,30,1,1,254439,Frankfurt Street 425
Hamburg,140,3,3,1089505,Hamburg Street 2245
Berlin,162,4,4,1313255,Berlin Street 4060
Hamburg,162,4,3,916544,Hamburg Street 1840
Berlin,101,2,2,745812,Berlin Street 4362
Frankfurt,110,2,1,1062634,Frankfurt Street 3211
Munich,115,2,1,629786,Munich Street 4685
Berlin,87,2,2,601652,Berlin Street 610
Munich,80,2,1,611431,Munich Street 2698
Hamburg,46,1,1,325799,Hamburg Street 229
Frankfurt,140,3,2,1167932,Frankfurt Street 4855
Stuttgart,115,2,2,778453,Stuttgart Street 2025
Berlin,151,3,2,848858,Berlin Street 2792
Berlin,115,2,1,752605,Berlin Street 598
Cologne,188,4,4,1000412,Cologne Street 784
Stuttgart,144,3,2,845461,Stuttgart Street 701
Berlin,38,1,1,280561,Berlin Street 2567
Stuttgart,46,1,1,265733,Stuttgart Street 508
Frankfurt,44,1,1,388935,Frankfurt Street 3538
Berlin,56,1,1,397676,Berlin Street 4582
Berlin,105,2,2,446927,Berlin Street 3291
Berlin,188,4,4,1056403,Berlin Street 1910
Cologne,198,4,3,1667949,Cologne Street 3715
Frankfurt,148,3,3,927868,Frankfurt Street 830
Hamburg,196,4,3,1280126,Hamburg Street 3720
Cologne,114,2,1,846837,Cologne Street 885
Berlin,33,1,1,248107,Berlin Street 4857
Munich,176,4,3,1420739,Munich Street 4169
Hamburg,120,3,3,760750,Hamburg Street 3944
Stuttgart,188,4,4,1811108,Stuttgart Street 1524
Munich,65,1,1,744648,Munich Street 496
Munich,109,2,2,1107882,Munich Street 4204
Stuttgart,121,3,3,922985,Stuttgart Street 4782
Cologne,67,1,1,381950,Cologne Street 3847
Hamburg,184,4,4,1104765,Hamburg Street 2385
Hamburg,32,1,1,254477,Hamburg Street 470
Munich,159,3,2,1464593,Munich Street 3458
Hamburg,80,2,1,737464,Hamburg Street 1649
Berlin,117,2,1,859433,Berlin Street 3898
Stuttgart,149,3,3,781561,Stuttgart Street 4739
Cologne,115,2,2,946524,Cologne Street 3430
Hamburg,71,1,1,409158,Hamburg Street 3722
Berlin,156,3,2,936130,Berlin Street 31
Stuttgart,87,2,1,685151,Stuttgart Street 3822
Cologne,84,2,1,799185,Cologne Street 3939
Stuttgart,114,2,2,1386796,Stuttgart Street 1682
Frankfurt,77,1,1,673479,Frankfurt Street 2973
Berlin,48,1,1,300568,Berlin Street 246
Cologne,59,1,1,444088,Cologne Street 2381
Frankfurt,79,1,1,725594,Frankfurt Street 360
Berlin,80,2,1,486650,Berlin Street 2328
Munich,86,2,2,993459,Munich Street 1428
Hamburg,171,4,3,1287852,Hamburg Street 1463
Munich,35,1,1,327115,Munich Street 2145
Berlin,35,1,1,257799,Berlin Street 3105
Stuttgart,58,1,1,471678,Stuttgart Street 1723
